cd_procedimento;nm_procedimento
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502104;Ensaios enzimáticos em células cultivadas para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502112;Ensaios enzimáticos em leucócitos, eritrócitos ou tecidos para diagnóstico de EIM, incluindo preparo do material, dosagem de proteína e enzima de referência (cada)
40502120;Ensaios enzimáticos no plasma para diagnóstico de EIM, incluindo enzima de referência (cada)
40502120;Ensaios enzimáticos no plasma para diagnóstico de EIM, incluindo enzima de referência (cada)
40502120;Ensaios enzimáticos no plasma para diagnóstico de EIM, incluindo enzima de referência (cada)
40502139;Teste duplo - 1 trimestre (PAPP-A+Beta-HCG) ou outros 2 em soro ou líquido aminiótico com elaboração de laudo contendo cálculo de risco para anomalias fetais
40502147;Teste duplo - 2 trimestre (AFP+Beta-HCG) ou outros 2 em soro ou líquido aminiótico com elaboração de laudo contendo cálculo de risco para anomalias fetais
40502155;Teste triplo (AFP+Beta-HCG+Estriol) ou outros 3 em soro ou líquido aminiótico com elaboração de laudo contendo cálculo de risco para anomalias fetais
40502163;Testes químicos de triagem em urina para erros inatos do metabolismo (cada)
40502171;Dosagem quantitativa de carnitina e perfil de acilcarnitina, para o diagnóstico de erros inatos do metabolismo
40502171;Dosagem quantitativa de carnitina e perfil de acilcarnitina, para o diagnóstico de erros inatos do metabolismo
40502180;Dosagem quantitativa de ácidos graxos de cadeia muito longa  para o diagnóstico de EIM
40502198;Dosagem quantitativa de metabólitos por cromatografia / espectrometria de massa  (CG/MS ou HPLC/MS ) para o diagnóstico de EIM
40502198;Dosagem quantitativa de metabólitos por cromatografia / espectrometria de massa  (CG/MS ou HPLC/MS ) para o diagnóstico de EIM
40502198;Dosagem quantitativa de metabólitos por cromatografia / espectrometria de massa  (CG/MS ou HPLC/MS ) para o diagnóstico de EIM
40502201;Dosagem quantitativa de metabólitos por espectrometria de massa ou espectrometria de massa em TANDEM (MS OU MS/MS) para o diagnóstico de EIM
40502201;Dosagem quantitativa de metabólitos por espectrometria de massa ou espectrometria de massa em TANDEM (MS OU MS/MS) para o diagnóstico de EIM
40502228;Rastreamento neonatal para o diagnósitco de EIM e outras doenças
40502236;Dosagem quantitativa de ácidos orgânicos para o diagnóstico de erros inatos do metabolismo (perfil de ácidos orgânicos numa amostra)
40502244;Defeitos congênitos da glicolização - Focalização isoelétrica da transferrina
40503011;Análise de DNA com enzimas de restrição por enzima utilizada, por amostra
40503020;Análise de DNA fetal por enzima de restrição, por enzima utilizada, por amostra (adicional nos exames em que já foi feito o PCR 4.05.03.06-2 e depende da enzima para estabelecer o diagnóstico)
40503038;Análise de DNA fetal por sonda ou PCR por locus, por amostra
40503046;Análise de DNA pela técnica multiplex por locus extra, por amostra
40503054;Análise de DNA pela técnica multiplex por locus, por amostra
40503062;Análise de DNA por sonda, ou PCR por locus, por amostra
40503089;Extração de DNA (osso), por amostra
40503089;Extração de DNA (osso), por amostra
40503089;Extração de DNA (osso), por amostra
40503097;Extração de DNA (sangue, urina, líquido aminiótico, vilo trofoblástico etc.), por amostra
40503097;Extração de DNA (sangue, urina, líquido aminiótico, vilo trofoblástico etc.), por amostra
40503097;Extração de DNA (sangue, urina, líquido aminiótico, vilo trofoblástico etc.), por amostra
40503100;Identificação de mutação por sequenciamento do DNA, por 100 pares de base sequenciadas, por amostra
40503119;Processamento de qualquer tipo de amostra biológica para estabilização do ácido nucléico, por amostra
40503127;Extração, purificação e quantificação de ácido nucléico de qualquer tipo de amostra biológica, por amostra
40503143;Amplificação do material genético (por PCR, PCR em tempo Real, LCR, RT-PCR ou outras técnicas), por primer utilizado, por amostra
40503143;Amplificação do material genético (por PCR, PCR em tempo Real, LCR, RT-PCR ou outras técnicas), por primer utilizado, por amostra
40503143;Amplificação do material genético (por PCR, PCR em tempo Real, LCR, RT-PCR ou outras técnicas), por primer utilizado, por amostra
40503151;Análise de DNA por MLPA, por sonda de DNA utilizada, por amostra
40503160;Análise de DNA pela técnica de Southern Blot, por sonda utilizada, por amostra
40503178;Produção de DOT/SLOT-BLOT, por BLOT, por amostra
40503186;Separação do material genético por eletroforese capilar ou em gel (agarose, acrilamida), por gel utilizado, por amostra
40503194;Rastreamento de exon mutado (por gradiente de desnaturação ou conformação de polimorfismo de fita simples ou RNAse ou Clivagem Química ou outras técnicas) para identificação de fragmento mutado, por fragmento analisado, por amostra
40503208;Coloração de gel e Fotodocumentação da análise molecular, por amostra
40503216;Interpretação e elaboração do laudo da análise genética, por amostra
40503232;Detecção pré-natal ou pós-natal de alterações cromossômicas submicroscópicas reconhecidamente causadoras de síndrome de genes contíguos, por FISH, qPCR ou outra técnica, por locus, por amostra
40503232;Detecção pré-natal ou pós-natal de alterações cromossômicas submicroscópicas reconhecidamente causadoras de síndrome de genes contíguos, por FISH, qPCR ou outra técnica, por locus, por amostra
40503240;Rastreamento pré-natal ou pós-natal de todo o genoma para  identificar alterações cromossômicas submicroscópicas por CGH-array ou SNP-array ou outras técnicas, por clone ou oligo utilizado, por amostra
40503240;Rastreamento pré-natal ou pós-natal de todo o genoma para  identificar alterações cromossômicas submicroscópicas por CGH-array ou SNP-array ou outras técnicas, por clone ou oligo utilizado, por amostra
40503259;Validação pré-natal ou pós-natal de alteração cromossômica submicroscópica detectada no rastreamento genômico, por FISH ou qPCR ou outra técnica, por locus, por amostra
40503259;Validação pré-natal ou pós-natal de alteração cromossômica submicroscópica detectada no rastreamento genômico, por FISH ou qPCR ou outra técnica, por locus, por amostra
40503267;Translocação AML1-ETO t(8,21) por PCR
40503275;Análise da mutação IgVH-cadeia pesada da imunoglobulina
40503283;CCR-5, pesquisa de mutação por PCR
40503313;Cromossomo Y, microdeleções por PCR
40503348;Distrofia miotonica, análise por DNA
40503356;Disautonomia familiar, análise por DNA
40503364;Neurofibromatose tipo 1, estudo molecular
40503372;JAK2 (gene), detecção das mutações por PCR
40503380;CCND1 e IGH (genes), hibridização in situ por fluore
40503399;Hemofilia A, análise do DNA
40503402;Hemofilia B, análise do DNA
40503410;Hipolactasia, análise molecular
40503429;Hormônio de crescimento, estudo do gene receptor
40503437;Hormônio de crescimento, estudo molecular do gene
40503445;Neoplasia endócrina múltipla, tipo 1, sangue total
40503453;Hemocromatose, análise por PCR
40503461;Prader-Willi/Angelman, síndrome, diagnóstico
40503470;PROP1, estudo molecular do gene, sangue total
40503488;PTPN11, estudo molecular do gene, sangue total
40503496;Rearranjo 8q24 fish (medula óssea)
40503500;Rearranjo 8q24 fish (sangue)
40503518;Rearranjo BCL6 3q27 (NHL) fish
40503526;Rearranjo gênico células B por PCR
40503534;Rearranjo gênico células T por PCR
40503542;Rearranjo gênico quantitativo BCR/ABL por PCR
40503542;Rearranjo gênico quantitativo BCR/ABL por PCR
40503542;Rearranjo gênico quantitativo BCR/ABL por PCR
40503542;Rearranjo gênico quantitativo BCR/ABL por PCR
40503577;SHOX, estudo molecular do gene, sangue total
40503585;"Translocação 4;14 fish (IgH/FGFR3)"
40503593;C kit análise mutacional
40503607;CYP21, estudo molecular do gene, sangue
40503615;Detecção de Del/Dupl no gene MLH1 MSH2
40503623;Detecção de mutações no gene MLH1 MSH2
40503631;Detecção de mutações no gene MSH6
40503640;FLT3 pesquisa de mutações por PCR (cada)
40503658;Atrofia muscular e bulbar (Kennedy), por PCR
40503674;Mucolipidosis tipo 4 análise da mutação
40503682;FLT3 pesquisa de mutações por eletroforese capilar (cada)
40503690;Distrofia muscular (Duchenne), por PCR
40503712;Pesquisa dea mutação 35delg da conexina
40503739;Atrofia dentato-rubro-palido-luysiana, DRPLA, sangue total
40503747;Detecção de Niemann Pick tipo Cc
40503755;Detecção/tipagem herpes vírus 1/2 líquor
40503763;EGFR, pesquisa de mutação 
40503771;K-RAS, pesquisa de mutação 
40503780;BRAF, pesquisa de mutação 
40503798;NRAS  PCR ou sequenciamento de Sanger  para mutações nos éxons 2,  3 e 4 do gene, no tumor
40503801;Sequenciamento de Nova Geração (NGS) - genes isolados, painéis e grandes regiões genômicas (inclui Captura, Amplificação e Sequenciamento)
40503828;"Rearranjo PML/RARA  t(15;17) RQ-PCR (Quantitativo em tempo real)"
40503836;Mutação familial específica - PCR do loccus identificado
40503844;Mutação familial específica - Sequenciamento de Sanger do loccus identificado
40601013;Procedimento diagnóstico peroperatório sem deslocamento do patologista
40601021;Procedimento diagnóstico peroperatório - peça adicional ou margem cirúrgica
40601021;Procedimento diagnóstico peroperatório - peça adicional ou margem cirúrgica
40601030;Procedimento diagnóstico peroperatório com deslocamento do patologista
40601030;Procedimento diagnóstico peroperatório com deslocamento do patologista
40601072;Ato de coleta de PAAF de órgãos ou estruturas superficiais sem deslocamento do patologista
40601080;Ato de coleta de PAAF de órgãos ou estruturas profundas sem deslocamento do patologista
40601099;Ato de coleta de PAAF de órgãos ou estruturas superficiais com deslocamento do patologista
40601102;Ato de coleta de PAAF de órgãos ou estruturas profundas com deslocamento do patologista
40601110;"Procedimento diagnóstico em biópsia simples ""imprint"" e ""cell block"""
40601129;Procedimento diagnóstico citopatológico oncótico de líquidos e raspados cutâneos
40601137;Procedimento diagnóstico em citopatologia cérvico-vaginal oncótica
40601145;Procedimento diagnóstico em citologia hormonal seriado
40601153;Procedimento diagnóstico em revisão de lâminas ou cortes histológicos seriados
40601161;Procedimento diagnóstico em citologia hormonal isolada
40601170;Procedimento diagnóstico em painel de imunoistoquímica (duas a cinco reações)
40601170;Procedimento diagnóstico em painel de imunoistoquímica (duas a cinco reações)
40601188;Procedimento diagnóstico em reação imunoistoquímica isolada
40601188;Procedimento diagnóstico em reação imunoistoquímica isolada
40601188;Procedimento diagnóstico em reação imunoistoquímica isolada
40601196;Procedimento diagnóstico em fragmentos múltiplos de biópsias de mesmo órgão ou topografia, acondicionados em um mesmo frasco
40601200;Procedimento diagnóstico em peça anatômica ou cirúrgica simples
40601200;Procedimento diagnóstico em peça anatômica ou cirúrgica simples
40601218;Procedimento diagnóstico em peça cirúrgica ou anatômica complexa
40601226;Procedimento diagnóstico em grupos de linfonodos, estruturas vizinhas e margens de peças anatômicas simples ou complexas (por margem) - máximo de três margens
40601234;Procedimento diagnóstico em amputação de membros - sem causa oncológica
40601242;Procedimento diagnóstico em amputação de membros - causa oncológica
40601250;Procedimento diagnóstico em lâminas de PAAF até 5
40601269;Coloração especial por coloração
40601277;Procedimento diagnóstico em imunofluorescência
40601285;"Procedimento diagnóstico em painel de hibridização ""in situ"""
40601293;Procedimento diagnóstico por captura híbrida
40601293;Procedimento diagnóstico por captura híbrida
40601293;Procedimento diagnóstico por captura híbrida
40601307;Procedimento diagnóstico em citometria de fluxo (por monoclonal pesquisado)
